Id,RichTrackId,DeviceToken,AvgLat,AvgLon,StartLat,StartLon,FinishLat,FinishLon
938994,1024068,915D45F4-90F7-41CC-B268-4C2BB1F61A1B,1.3108498880275634,103.86221592592597,1.31562,103.80573,1.30528,103.86226
939033,1024107,4C299417-AEB5-4486-B9F4-1BBE7E780424,1.3505714160839162,103.88154902097905,1.37105,103.88177,1.33843,103.88347
939734,1024808,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.7443527400581957,103.42071845295827,2.07252,102.97345,1.47067,103.76659
939735,1024809,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,2.6688370166421924,102.07881115271648,3.21033,101.71726,2.07467,102.9715
939744,1024818,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.4614557142857152,103.76778436507934,1.46733,103.76591,1.44864,103.77038
939838,1024912,0372A207-8579-4C35-B804-59E90F379942,1.296994241071428,103.82772741071433,1.31847,103.83071,1.27059,103.82503
939858,1024932,0372A207-8579-4C35-B804-59E90F379942,1.291334285714286,103.79201780566272,1.26898,103.82426,1.33044,103.79499
939883,1024957,0372A207-8579-4C35-B804-59E90F379942,1.3217831313131327,103.82135656565649,1.33163,103.79639,1.31628,103.8308
939944,1025018,79064FA5-E44C-436E-8D58-F3046CB69926,1.3182554787234038,103.86837787234035,1.28165,103.8321,1.36038,103.94417
940062,1025136,65BF4687-63A4-470D-8C1A-FF22587AB598,1.3934932535885156,103.83635076555028,1.41316,103.83921,1.36394,103.84293
940113,1025187,65BF4687-63A4-470D-8C1A-FF22587AB598,1.25589416,103.82367496000003,1.25546,103.82474,1.25357,103.82605
940236,1025310,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3363136622807006,103.74409620614047,1.34632,103.7673,1.33526,103.70586
940305,1025379,4C299417-AEB5-4486-B9F4-1BBE7E780424,1.2867487383177563,103.81832079439248,1.28032,103.82362,1.29044,103.80721
940357,1025431,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.345738068459658,103.72194464547682,1.33011,103.67903,1.34063,103.77105
940536,1025610,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.3679609221311482,103.7285930737704,1.35667,103.76814,1.34916,103.68307
940539,1025613,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.396740598006644,103.77236172757479,1.44549,103.76965,1.3583,103.76826
940625,1025699,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3374527557411255,103.89228235908149,1.34027,103.77478,1.36178,103.98867
940845,1025919,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.3060600510204075,103.90506244897962,1.30553,103.91026,1.30748,103.90567
940927,1026001,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.3344940748440732,103.79570339916829,1.34619,103.68613,1.29769,103.88199
941255,1026329,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.3311266099071226,103.83486750773999,1.29813,103.88489,1.35807,103.76843
941313,1026387,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3366358504875389,103.88748280606688,1.35904,103.98819,1.34074,103.77131
941419,1026493,6380668C-3A5E-44EE-AE88-288B988531E5,1.3449602806122452,103.89271931122452,1.38848,103.90622,1.30426,103.8722
941508,1026582,6380668C-3A5E-44EE-AE88-288B988531E5,1.3530302554027513,103.8948330844794,1.3052,103.87154,1.38987,103.909
941710,1026784,6380668C-3A5E-44EE-AE88-288B988531E5,1.382900802524796,103.7688078539226,1.39336,103.90331,1.34736,103.6369
941727,1026801,6380668C-3A5E-44EE-AE88-288B988531E5,1.3834625000000007,103.59638297619057,1.36052,103.61994,1.39834,103.58665
941791,1026865,915D45F4-90F7-41CC-B268-4C2BB1F61A1B,1.290552846441948,103.78597674157311,1.3004,103.78884,1.27584,103.79345
942677,1027751,39F1AF7C-0168-4F72-89D7-13D0FA8C71C8,50.44283761703959,30.400918433734958,50.4524255,30.38009,50.42983,30.35568
943073,1028147,BC588278-5E20-4988-8A83-BE66ECAD17E9,1.2891545925925925,103.81222362962961,1.27752,103.84273,1.31804,103.78562
943204,1028278,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3356345257142854,103.88410147428549,1.35453,103.98728,1.34074,103.77131
943270,1028344,EA2F61C2-815F-4EC9-B095-F97E11A4E413,1.3669479999999996,103.93105133333333,1.37777,103.93717,1.34919,103.92827
943517,1028591,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3435170967741936,103.77508612903225,1.34099,103.77588,1.34535,103.77359
943534,1028608,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3440084615384618,103.76932057692305,1.34751,103.76775,1.34074,103.77131
943541,1028615,4EEB2178-BCB9-4C9E-9A23-698F8F725318,1.2929614722222227,103.83425405555576,1.31297,103.83037,1.2731,103.8419
943625,1028699,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.367817189409368,103.72576720977604,1.35643,103.76818,1.34543,103.68082
943683,1028757,6380668C-3A5E-44EE-AE88-288B988531E5,1.4524787837837836,103.64387006756762,1.42766,103.63502,1.48097,103.65667
943741,1028815,53BB0583-C16F-4FF5-A544-A9C291F408AC,1.339763333333334,103.8602907999999,1.28117,103.8313,1.36913,103.88355
943862,1028936,6380668C-3A5E-44EE-AE88-288B988531E5,1.4806004255319158,103.70698197872328,1.48164,103.65683,1.47877,103.76057
943978,1029052,53BB0583-C16F-4FF5-A544-A9C291F408AC,1.3201427479674814,103.85043939837392,1.36998,103.88013,1.28069,103.83437
944025,1029099,6380668C-3A5E-44EE-AE88-288B988531E5,1.4005817213114746,103.85594817622957,1.42598,103.78799,1.38987,103.909
944024,1029098,6380668C-3A5E-44EE-AE88-288B988531E5,1.4691297380952386,103.76566428571427,1.47918,103.75935,1.43059,103.76923
944096,1029170,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.352641241379311,103.7702524827586,1.33985,103.77624,1.35831,103.76826
944364,1029438,5D6F62D2-D967-470B-A33D-E8613B76FAC3,1.3984837634408591,103.77662157706102,1.41228,103.83088,1.37674,103.74905
944377,1029451,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3359548320693375,103.88590377031416,1.34028,103.77454,1.35807,103.98817
944434,1029508,A0F20F8A-2667-45FC-A789-B2640828332C,1.3554916000000004,103.96006780000005,1.35857,103.95958,1.35276,103.96085
944498,1029572,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.282367611202634,103.85743543657334,1.27159,103.80682,1.3044,103.91461
944979,1030053,79064FA5-E44C-436E-8D58-F3046CB69926,10.791160574018136,106.68543416918428,10.78133,106.69984,10.79942,106.66779
945049,1030123,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3369072816593888,103.8889892248906,1.35904,103.98819,1.34074,103.77131
945237,1030311,65BF4687-63A4-470D-8C1A-FF22587AB598,1.400195027624309,103.87123801104971,1.3967,103.84607,1.40059,103.89315
945238,1030312,65BF4687-63A4-470D-8C1A-FF22587AB598,1.4008,103.86144724137932,1.40027,103.85733,1.40106,103.86794
945385,1030459,71D1D0D6-DA85-4EB2-8AA9-A37108A59356,1.3761339907192585,103.91096867749421,1.39943,103.91124,1.35705,103.90203
945405,1030479,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3425625099601586,103.75118876494021,1.33964,103.76553,1.33554,103.74424
945455,1030529,A0F20F8A-2667-45FC-A789-B2640828332C,1.345674151376147,103.92776305045868,1.34171,103.88749,1.35889,103.93936
945459,1030533,EA2F61C2-815F-4EC9-B095-F97E11A4E413,1.383186578947368,103.98879631578947,1.36385,103.96466,1.37552,104.00234
945741,1030815,043B91E3-00D0-461B-A50C-A442434B9FA1,45.05290529891302,38.9502365217391,45.05238,38.97349,45.06112,38.92229
946221,1031295,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.346646281179134,103.75676190476173,1.34255,103.77038,1.34102,103.77331
946398,1031472,4EEB2178-BCB9-4C9E-9A23-698F8F725318,1.2853472037914693,103.83869881516584,1.27632,103.84075,1.29013,103.83885
946447,1031521,79064FA5-E44C-436E-8D58-F3046CB69926,10.812037826086971,106.66517678260874,10.80179,106.66567,10.81584,106.6646
946455,1031529,5CA4542D-D12B-4349-B486-82BBE14FDCF8,1.296495,103.85853,1.29649,103.85852,1.29649,103.85852
946522,1031596,074886D1-80B0-491B-A7B2-5E40CD8A9B56,25.060740645773944,121.41116669515682,25.05618,121.21415,25.04593,121.53663
946739,1031813,4EEB2178-BCB9-4C9E-9A23-698F8F725318,1.3054782051282048,103.83467692307698,1.29385,103.84192,1.31525,103.83425
946839,1031913,F2DAC5FA-102C-4D0F-9581-05722983D26A,55.192362662116054,34.31733211604098,55.20449,34.3092,55.18567,34.33981
947124,1032198,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3425349694501025,103.75853796334009,1.33965,103.76866,1.34074,103.77131
947347,1032421,4EEB2178-BCB9-4C9E-9A23-698F8F725318,1.293166666666668,103.83484624242425,1.313,103.83035,1.27322,103.84183
947824,1032898,5CA4542D-D12B-4349-B486-82BBE14FDCF8,1.3121582439024397,103.84780731707319,1.30026,103.85622,1.32195,103.84464
947921,1032995,4EEB2178-BCB9-4C9E-9A23-698F8F725318,1.3132970588235293,103.83219450980393,1.30973,103.83322,1.31522,103.83428
947935,1033009,5CA4542D-D12B-4349-B486-82BBE14FDCF8,1.3066218333333335,103.84905288888886,1.32295,103.84678,1.29527,103.85885
948474,1033548,2BAE0182-B801-440B-A5AA-397492E8AE3F,55.70334556439625,37.596086105882335,55.7148173,37.5672922,55.70613,37.61745
948892,1033966,79FD1557-B5D9-4C85-8195-6DD92151495C,1.375063607594937,103.89012905063294,1.37021,103.88007,1.38138,103.89726
949160,1034234,70B46F6B-6FA3-4B16-AB3E-81CD1A5BCB2E,1.3749333862433866,103.86726936507944,1.37965,103.88453,1.36854,103.85739
949184,1034258,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3393040350877192,103.77898035087715,1.3413,103.77848,1.33936,103.77874
949215,1034289,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.2821684109589055,103.85477065753416,1.30501,103.91453,1.27409,103.80034
949244,1034318,A0F20F8A-2667-45FC-A789-B2640828332C,1.3446848684210528,103.89845013157891,1.34939,103.875,1.35702,103.93205
949425,1034499,074886D1-80B0-491B-A7B2-5E40CD8A9B56,25.059460229885072,121.36810718832896,25.05779,121.53699,25.07719,121.23139
949441,1034515,5CA4542D-D12B-4349-B486-82BBE14FDCF8,1.3031822727272728,103.88054799999995,1.30375,103.90162,1.29637,103.8584
949462,1034536,498CBD72-7E99-4792-A04F-A3F324D7360D,1.4135250068775802,103.82427154057724,1.35045,103.84762,1.43638,103.78749
949689,1034763,BD8913C3-0594-4709-8878-F12423E7A3B9,1.3808329513343807,103.95690249607533,1.37886,103.99703,1.40126,103.90364
949893,1034967,6380668C-3A5E-44EE-AE88-288B988531E5,1.3383301818181823,103.90692545454547,1.33993,103.89765,1.33641,103.91135
949990,1035064,498CBD72-7E99-4792-A04F-A3F324D7360D,1.4417060674157298,103.7705830337077,1.43225,103.77948,1.46432,103.76515
950031,1035105,2ED391AF-AD16-4557-BB5E-ABEF1A57C8D7,46.447099999999985,134.22658737373737,46.44918,134.21596,46.44277,134.26035
950174,1035248,498CBD72-7E99-4792-A04F-A3F324D7360D,1.441309170984452,103.8105721588949,1.4412,103.77128,1.4291,103.83542
950192,1035266,2ED391AF-AD16-4557-BB5E-ABEF1A57C8D7,46.43686733333334,134.30789575757578,46.44027,134.30167,46.44269,134.30343
950449,1035523,074886D1-80B0-491B-A7B2-5E40CD8A9B56,1.306307275922668,103.82709771528991,1.34111,103.98179,1.3418,103.71157
950488,1035562,70B46F6B-6FA3-4B16-AB3E-81CD1A5BCB2E,1.3765725221238927,103.86768327433637,1.36808,103.85737,1.3823,103.88278
950521,1035595,65BF4687-63A4-470D-8C1A-FF22587AB598,1.341094651162791,103.9675881395349,1.33339,103.96476,1.35326,103.96397
950522,1035596,65BF4687-63A4-470D-8C1A-FF22587AB598,1.4013633333333333,103.87906333333335,1.40134,103.87811,1.40139,103.8804
950618,1035692,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3198975813953473,103.81655974418612,1.29492,103.844,1.34074,103.77131
950697,1035771,915D45F4-90F7-41CC-B268-4C2BB1F61A1B,1.358045523809524,103.78552186666664,1.39274,103.74295,1.31689,103.80726
950891,1035965,5E624AD3-C14B-4E0B-8AE5-1A7611B1C813,45.054929090909056,39.024928041958034,45.05174,39.02603,45.06071,39.02232
951116,1036190,0372A207-8579-4C35-B804-59E90F379942,1.3972909016609603,103.84460523859754,1.31825,103.83064,1.39052,103.81817
951143,1036217,0372A207-8579-4C35-B804-59E90F379942,1.33963618251928,103.83520465295626,1.37461,103.82857,1.31619,103.83086
951178,1036252,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3515457142857152,103.76863984126977,1.34258,103.77035,1.34068,103.77117
951511,1036585,8352FCBB-C5FF-4DC5-AF37-A82EC65F5B28,59.84862280448723,30.266525464743555,59.88865,30.31478,59.82562,30.16344
951560,1036634,915D45F4-90F7-41CC-B268-4C2BB1F61A1B,1.3278748148148156,103.81883119047622,1.29364,103.8065,1.35374,103.83554
951869,1036943,5E624AD3-C14B-4E0B-8AE5-1A7611B1C813,45.05256745762715,39.026153220338976,45.05688,39.02269,45.04901,39.03007
951906,1036980,5E624AD3-C14B-4E0B-8AE5-1A7611B1C813,45.028384834983434,39.03369838283829,45.04723,39.02658,45.01444,39.05488
952077,1037151,5E624AD3-C14B-4E0B-8AE5-1A7611B1C813,45.0600799372198,39.01566421524663,45.01385,39.05033,45.10354,38.98422
952112,1037186,C4C5C80D-08DA-48C7-A4F6-E993E089FD94,1.2999560050890584,103.83949427480907,1.28184,103.81887,1.31699,103.84314
952961,1038035,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3362068208092486,103.8874573988439,1.34026,103.77502,1.35807,103.98818
952962,1038036,0372A207-8579-4C35-B804-59E90F379942,1.3555641245136234,103.7796268171207,1.31812,103.83271,1.41145,103.75619
952978,1038052,0372A207-8579-4C35-B804-59E90F379942,1.4300351396648043,103.76150988826812,1.41372,103.75558,1.44501,103.76693
952984,1038058,0372A207-8579-4C35-B804-59E90F379942,1.462336236162361,103.76725837638381,1.44714,103.76839,1.47128,103.7658
952997,1038071,0372A207-8579-4C35-B804-59E90F379942,1.5382418287461772,103.7877310152905,1.47262,103.7634,1.60721,103.82164
953019,1038093,C4C5C80D-08DA-48C7-A4F6-E993E089FD94,1.3070909549071614,103.8195957824934,1.32096,103.7782,1.29678,103.85178
953047,1038121,0372A207-8579-4C35-B804-59E90F379942,1.6940068607181709,103.795556213275,1.60943,103.82156,1.72539,103.67317
953108,1038182,0372A207-8579-4C35-B804-59E90F379942,1.6510916190476173,103.70819647619062,1.724,103.67203,1.59953,103.72025
953362,1038436,0372A207-8579-4C35-B804-59E90F379942,1.397406500956021,103.76091414913981,1.44325,103.7684,1.35218,103.76993
953404,1038478,0372A207-8579-4C35-B804-59E90F379942,1.3289760204081644,103.80504323129242,1.34868,103.7706,1.31618,103.83074
953471,1038545,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.334808496503496,103.87715003496491,1.34479,103.98335,1.34067,103.77114
954021,1039095,CBB2CF51-E575-44FB-865B-3FE3D5708231,52.01463272727272,47.82027696969696,52.01489,47.82432,52.01643,47.81729
954125,1039199,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.346615176470589,103.76900494117643,1.34324,103.77544,1.34725,103.76651
954178,1039252,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.328394447368421,103.77347515789471,1.29233,103.78438,1.3583,103.76826
954738,1039812,65BF4687-63A4-470D-8C1A-FF22587AB598,1.3985622171945695,103.87041898190044,1.41267,103.8381,1.38161,103.91839
954819,1039893,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.2822878955223873,103.8538469850747,1.30579,103.91353,1.27369,103.79965
955052,1040126,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.3329802027027022,103.79690945945936,1.30366,103.83118,1.35827,103.76828
955604,1040678,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.3951876906318088,103.7541903921568,1.35566,103.76867,1.41308,103.74358
