,Id,TrackToken,DeviceToken,IncomingTrackId,StartDate,EndDate,Distance,Duration,AccelerationCount,DecelerationCount,Rating,PhoneUsage,TrackOrigin,OriginChanged,AddressStart,AddressFinish,DistanceGPS,Urban,Region,Country,RatingOverSpeed,RatingAcceleration,RatingTimeOfDay,RatingPhoneUsage,OverSpeedMileage,MidOverSpeedMileage,HighOverSpeedMileage,OriginalTrackOrigin,CompanyId,RushHours,NightHours,DailyHours,RatingDeceleration,KOverSpeed,KAcceleration,KTimeOfDay,KDeceleration,MaxSpeed,AverageSpeed,PhoneUsageOverSpeed,PhoneUsageKm,PhoneUsageOverSpeedKm,KPhoneUsage,Prediction,EcoScoringFuel,EcoScoringTyres,EcoScoringBrakes,EcoScoringDepreciation,EcoScoring,Shared,CityStart,CityFinish,UpdateDT
0,1651786,5735CCE7-CDB2-4537-8C8C-CEEE2F80D876,5EE3A642-0254-415C-94D0-43272864C279,3750023,2018-08-23 13:42:34.000000,2018-08-23 14:09:54.000000,11.092218625797367,27.333333333333332,0,1,3.0,2.75,OriginalDriver,False,"Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",11.151,True,Москва,Россия,5.0,5.0,5.0,3.0,0.089,0.0,0.0,,1055,0.0,0.0,27.33333396911621,4.0,1.0,1.0,1.0,0.8999999761581421,60.12000274658203,37.44574132781087,0.0,1.734,0.0,0.6600000262260437,,100.0,100.0,100.0,100.0,100.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
1,1654839,66C8E384-A368-40C4-9D72-5A15D951F4A1,5EE3A642-0254-415C-94D0-43272864C279,3758144,2018-08-24 08:20:01.000000,2018-08-24 08:46:09.000000,9.877571547911675,26.133333333333333,1,0,3.0,1.45,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","проспект Вернадского 3А, Гагаринский, Москва, Россия",10.482,True,Москва,Россия,5.0,4.0,3.0,4.0,0.603,0.0,0.0,,1055,26.133333206176758,0.0,0.0,5.0,1.0,0.8999999761581421,0.800000011920929,1.0,62.711997985839844,37.15044522642803,0.0,0.443,0.0,0.9399999976158142,,100.0,100.0,100.0,100.0,100.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
2,1656200,E6CB3E89-E251-4183-A890-BB4380E9F96A,5EE3A642-0254-415C-94D0-43272864C279,3761703,2018-08-24 13:44:43.000000,2018-08-24 14:07:52.000000,5.164464376129515,23.150000000000002,0,0,5.0,0.05,OriginalDriver,False,"Профсоюзная улица 44, Черёмушки, Москва, Россия","улица Миклухо-Маклая 40, Коньково, Москва, Россия",5.108,True,Москва,Россия,5.0,5.0,5.0,5.0,0.448,0.0,0.0,,1055,0.0,0.0,23.149999618530273,5.0,1.0,1.0,1.0,1.0,67.17599487304688,35.44021411769646,0.0,0.076,0.0,1.0,,100.0,100.0,100.0,75.0,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
3,1657730,3636DCE8-2AFF-41F2-9C83-4E45451E7CC1,5EE3A642-0254-415C-94D0-43272864C279,3765578,2018-08-24 19:20:13.000000,2018-08-24 19:49:08.000000,11.738093559510888,28.916666666666668,0,0,3.0,4.133333333333334,OriginalDriver,False,"улица Миклухо-Маклая 40, Коньково, Москва, Россия","Донская улица 14 корп 1, Якиманка, Москва, Россия",12.433,True,Москва,Россия,5.0,5.0,3.0,3.0,2.586,0.117,0.0,,1055,28.91666603088379,0.0,0.0,5.0,1.0,1.0,0.800000011920929,1.0,73.07999420166016,39.1464699883387,0.0,1.649,0.0,0.699999988079071,,100.0,100.0,100.0,50.0,85.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
4,1658201,4E4FDD52-F257-43F2-8E27-59F030E68503,5EE3A642-0254-415C-94D0-43272864C279,3767420,2018-08-24 23:27:32.000000,2018-08-24 23:38:12.000000,6.475946260891459,10.666666666666666,0,0,4.0,2.4833333333333334,OriginalDriver,False,"Профсоюзная улица, Академический, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",6.415,True,Москва,Россия,5.0,5.0,5.0,4.0,0.448,0.0,0.0,,1055,0.0,0.0,10.666666984558105,5.0,1.0,1.0,1.0,1.0,67.31999969482422,44.11420298616091,0.0,0.588,0.0,0.800000011920929,,100.0,100.0,100.0,50.0,85.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
5,1661036,0AF79440-B165-41E3-8C6A-4874BD8F60F8,5EE3A642-0254-415C-94D0-43272864C279,3776094,2018-08-25 15:37:46.000000,2018-08-25 15:41:54.000000,1.5689989907858521,4.133333333333334,0,0,2.0,0.6,OriginalDriver,False,"улица Бутлерова 19А стр 1, Коньково, Москва, Россия","улица Миклухо-Маклая 55, Коньково, Москва, Россия",1.502,True,Москва,Россия,5.0,5.0,5.0,1.0,0.0,0.0,0.0,,1055,0.0,0.0,4.133333206176758,5.0,1.0,1.0,1.0,1.0,58.24800109863281,35.52299935221672,0.0,0.484,0.0,0.3799999952316284,,100.0,100.0,100.0,100.0,100.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
6,1662232,4EB19256-B04F-4D3A-A032-FBD33AEF3A40,5EE3A642-0254-415C-94D0-43272864C279,3779672,2018-08-25 15:55:59.000000,2018-08-25 16:38:12.000000,42.769546180884014,42.21666666666667,0,0,2.0,0.5166666666666667,OriginalDriver,False,"улица Миклухо-Маклая 55, Коньково, Москва, Россия","Москва, Россия",42.716,False,Москва,Россия,1.0,5.0,5.0,5.0,11.421,6.885,6.962,,1055,0.0,0.0,42.21666717529297,5.0,0.20000000298023224,1.0,1.0,1.0,117.0,75.89291761237548,0.0,0.473,0.0,1.0,,0.0,100.0,100.0,25.0,17.5,0,Москва,Москва,2001-01-01 00:00:00.000000
7,1663760,D50E0050-C027-4281-B48D-8747D8CBF4B7,5EE3A642-0254-415C-94D0-43272864C279,3785982,2018-08-26 10:46:44.000000,2018-08-26 11:14:42.000000,30.73628549452775,27.96666666666667,1,2,1.0,3.033333333333333,OriginalDriver,False,"Калужское шоссе 1В, Красная Пахра посёлок, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",30.174,False,Москва,Россия,1.0,5.0,5.0,4.0,8.524,8.37,4.069,,1055,0.0,0.0,27.96666717529297,4.0,0.20000000298023224,1.0,1.0,0.8999999761581421,117.50399780273438,70.92343430470336,0.6,2.911,0.8,0.800000011920929,,0.0,100.0,100.0,50.0,25.0,0,Москва,Москва,2001-01-01 00:00:00.000000
8,1663820,4651CD5E-ABC4-41B9-895A-1DAF47751099,5EE3A642-0254-415C-94D0-43272864C279,3786146,2018-08-26 11:21:04.000000,2018-08-26 11:33:44.000000,4.6889703327049705,12.666666666666666,0,0,4.0,0.7,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия",5.181,True,Москва,Россия,5.0,5.0,5.0,4.0,2.587,0.169,0.0,,1055,0.0,0.0,12.666666984558105,5.0,1.0,1.0,1.0,1.0,73.36799621582031,41.152649032324554,0.0,0.459,0.0,0.8199999928474426,,100.0,100.0,100.0,50.0,85.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
9,1664315,D4311228-80A6-4FFA-BA14-F30BEB9F3D16,5EE3A642-0254-415C-94D0-43272864C279,3787915,2018-08-26 13:17:00.000000,2018-08-26 13:32:34.000000,5.633902329574788,15.566666666666666,0,1,2.0,2.2,OriginalDriver,False,"Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия","Коньково, Москва, Россия",6.583,True,Москва,Россия,5.0,5.0,5.0,2.0,1.096,0.0,0.0,,1055,0.0,0.0,15.566666603088379,4.0,1.0,1.0,1.0,0.8999999761581421,69.37200164794922,42.848821524499165,0.0,1.656,0.0,0.47999998927116394,,100.0,100.0,100.0,25.0,77.50000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
10,1664413,E40AE149-5599-4E65-A3EA-F99809718B61,5EE3A642-0254-415C-94D0-43272864C279,3788528,2018-08-26 13:55:51.000000,2018-08-26 14:00:46.000000,0.3820117097793222,4.916666666666667,0,0,3.0,1.0833333333333333,OriginalDriver,False,"Коньково, Москва, Россия","улица Миклухо-Маклая 51, Коньково, Москва, Россия",1.375,True,Москва,Россия,5.0,5.0,5.0,3.0,1.143,0.0,0.0,,1055,0.0,0.0,4.916666507720947,5.0,1.0,1.0,1.0,1.0,32.86800003051758,13.606257669387325,0.0,0.145,0.0,0.7699999809265137,,100.0,100.0,100.0,25.0,77.50000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
11,1665983,1D3E607A-DEE3-4144-8D6F-7672CF8D47F4,5EE3A642-0254-415C-94D0-43272864C279,3793010,2018-08-26 22:28:07.000000,2018-08-26 22:38:00.000000,1.3173041755996489,9.883333333333333,0,0,5.0,0.0,OriginalDriver,False,"Коньково, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",1.268,True,Москва,Россия,5.0,5.0,5.0,5.0,0.048,0.0,0.0,,1055,0.0,0.0,9.883333206176758,5.0,1.0,1.0,1.0,1.0,49.78799819946289,16.909512361802093,0.0,0.01,0.0,1.0,,100.0,100.0,100.0,25.0,77.50000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
12,1667147,95DE5F9E-BA1E-43BD-94D6-A8984CE3253F,5EE3A642-0254-415C-94D0-43272864C279,3796205,2018-08-27 08:15:38.000000,2018-08-27 08:55:35.000000,12.65119960302269,39.95,0,0,4.0,0.9,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",13.548,True,Москва,Россия,5.0,5.0,3.0,5.0,0.82,0.0,0.0,,1055,39.95000076293945,0.0,0.0,5.0,1.0,1.0,0.800000011920929,1.0,65.52000427246094,34.36277584533083,0.0,0.069,0.0,1.0,,100.0,100.0,100.0,100.0,100.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
13,1668543,F0C6D054-69D1-4751-B359-22E85F019FD1,5EE3A642-0254-415C-94D0-43272864C279,3799869,2018-08-27 14:10:53.000000,2018-08-27 14:35:12.000000,9.079714181850694,24.316666666666666,0,1,4.0,0.0,OriginalDriver,False,"улица Косыгина 2, Гагаринский, Москва, Россия","Коньково, Москва, Россия",9.857,True,Москва,Россия,5.0,5.0,5.0,5.0,0.56,0.0,0.0,,1055,0.0,0.0,24.316667556762695,4.0,1.0,1.0,1.0,0.8999999761581421,71.38800048828125,38.20346787410289,0.0,0.0,0.0,1.0,,100.0,100.0,100.0,75.0,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
14,1671245,26AD44E6-CFB0-4391-A24D-A14238F94C77,5EE3A642-0254-415C-94D0-43272864C279,3807638,2018-08-28 08:18:29.000000,2018-08-28 08:51:55.000000,10.834077286346686,33.43333333333334,0,0,3.0,3.05,OriginalDriver,False,"улица Миклухо-Маклая 32, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 1, Хамовники, Москва, Россия",12.93,True,Москва,Россия,5.0,5.0,3.0,3.0,0.512,0.0,0.0,,1055,33.43333435058594,0.0,0.0,5.0,1.0,1.0,0.800000011920929,1.0,71.27999877929688,38.445303473417056,0.0,1.72,0.0,0.699999988079071,,100.0,100.0,100.0,100.0,100.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
15,1672505,8FE07962-E1BD-4297-AD54-B46471F85DAB,5EE3A642-0254-415C-94D0-43272864C279,3810920,2018-08-28 13:41:04.000000,2018-08-28 14:09:58.000000,10.80429988942764,28.900000000000002,0,0,5.0,0.5833333333333334,OriginalDriver,False,"Лужнецкая набережная 2/4 стр 1, Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",11.507,True,Москва,Россия,5.0,5.0,5.0,5.0,0.0,0.0,0.0,,1055,0.0,0.0,28.899999618530273,5.0,1.0,1.0,1.0,1.0,58.75199890136719,37.76340889539875,0.0,0.193,0.0,1.0,,100.0,100.0,100.0,75.0,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
16,1675480,B6B09537-103C-462F-833D-144428E61506,5EE3A642-0254-415C-94D0-43272864C279,3818935,2018-08-29 08:32:06.000000,2018-08-29 09:11:35.000000,12.037241829560642,39.483333333333334,0,2,3.0,0.18333333333333332,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 78, Хамовники, Москва, Россия",13.605,True,Москва,Россия,5.0,5.0,3.0,5.0,0.92,0.0,0.0,,1055,39.483333587646484,0.0,0.0,3.0,1.0,1.0,0.800000011920929,0.800000011920929,66.1679916381836,35.706387615879535,0.0,0.058,0.0,1.0,,100.0,100.0,100.0,100.0,100.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
17,1676663,666385FE-F059-4E44-BF57-3D4A48929358,5EE3A642-0254-415C-94D0-43272864C279,3822347,2018-08-29 14:07:17.000000,2018-08-29 14:33:14.000000,9.595506230719483,25.95,0,0,5.0,0.0,OriginalDriver,False,"Лужнецкая набережная 2/4 стр 78, Хамовники, Москва, Россия","Коньково, Москва, Россия",11.589,True,Москва,Россия,5.0,5.0,5.0,5.0,0.076,0.0,0.0,,1055,0.0,0.0,25.950000762939453,5.0,1.0,1.0,1.0,1.0,52.91999816894531,35.65499912403725,0.0,0.0,0.0,1.0,,100.0,100.0,100.0,50.0,85.00000762939453,0,Москва,Москва,2001-01-01 00:00:00.000000
