Id,RichTrackId,DeviceToken,AvgLat,AvgLon,StartLat,StartLon,FinishLat,FinishLon
1566706,1651786,5EE3A642-0254-415C-94D0-43272864C279,55.67776307,37.55814661,55.715,37.56625,55.63893,37.53894
1569759,1654839,5EE3A642-0254-415C-94D0-43272864C279,55.66741284,37.52795474,55.63893,37.53894,55.70349,37.55011
1571120,1656200,5EE3A642-0254-415C-94D0-43272864C279,55.65336415,37.5401307,55.67373091,37.558382,55.63883,37.53946
1572650,1657730,5EE3A642-0254-415C-94D0-43272864C279,55.67268746,37.55880275,55.63883,37.53946,55.72254,37.60527
1573121,1658201,5EE3A642-0254-415C-94D0-43272864C279,55.65455102,37.53982169,55.68457379,37.57012311,55.63857,37.538
1575956,1661036,5EE3A642-0254-415C-94D0-43272864C279,55.64202086,37.53898886,55.64742599,37.54083616,55.64117,37.53295
1577152,1662232,5EE3A642-0254-415C-94D0-43272864C279,55.50775991,37.37598807,55.64117,37.53294,55.38349,37.36308
1578680,1663760,5EE3A642-0254-415C-94D0-43272864C279,55.546315,37.41357038,55.42779,37.27409,55.63878,37.53768
1578740,1663820,5EE3A642-0254-415C-94D0-43272864C279,55.65905675,37.54531533,55.63878,37.53768,55.67253,37.56057
1579235,1664315,5EE3A642-0254-415C-94D0-43272864C279,55.65750147,37.5441402,55.67253,37.56057,55.6389,37.53857
1579333,1664413,5EE3A642-0254-415C-94D0-43272864C279,55.64083124,37.53229752,55.6389,37.53857,55.64225,37.52893
1580903,1665983,5EE3A642-0254-415C-94D0-43272864C279,55.64020185,37.53395814,55.64171351,37.52631585,55.63859,37.53859
1582067,1667147,5EE3A642-0254-415C-94D0-43272864C279,55.67773108,37.53446238,55.63859,37.53859,55.7134,37.56954
1583463,1668543,5EE3A642-0254-415C-94D0-43272864C279,55.67221062,37.55589636,55.70786852,37.57780002,55.6392,37.53836
1586165,1671245,5EE3A642-0254-415C-94D0-43272864C279,55.67588651,37.52967147,55.64055408,37.53157642,55.71337,37.56957
1587425,1672505,5EE3A642-0254-415C-94D0-43272864C279,55.68112212,37.56045674,55.71337,37.56957,55.63885,37.53831
1590400,1675480,5EE3A642-0254-415C-94D0-43272864C279,55.67624169,37.53410555,55.63885,37.53831,55.71384,37.56898
1591583,1676663,5EE3A642-0254-415C-94D0-43272864C279,55.68017,37.55942272,55.71384,37.56898,55.6389,37.5386
1593224,1678304,5EE3A642-0254-415C-94D0-43272864C279,55.61319764,37.50578628,55.64321706,37.52730751,55.63901,37.53792
1594397,1679477,5EE3A642-0254-415C-94D0-43272864C279,55.68165034,37.53893572,55.63901,37.53792,55.71377,37.57175
1595669,1680749,5EE3A642-0254-415C-94D0-43272864C279,55.67596065,37.55682041,55.71377,37.57175,55.63921,37.53571
1596344,1681424,5EE3A642-0254-415C-94D0-43272864C279,55.64032519,37.53474312,55.63921,37.53571,55.64403,37.52803
1597249,1682329,5EE3A642-0254-415C-94D0-43272864C279,55.64722472,37.53244556,55.64363,37.52775,55.64715,37.54078
1597366,1682446,5EE3A642-0254-415C-94D0-43272864C279,55.68792136,37.5699139,55.64715,37.54078,55.72759,37.61176
1597470,1682550,5EE3A642-0254-415C-94D0-43272864C279,55.63499518,37.5242965,55.72759,37.61176,55.63899,37.53789
1598681,1683761,5EE3A642-0254-415C-94D0-43272864C279,55.68818105,37.56316179,55.63899,37.53789,55.71325,37.57266
1600066,1685146,5EE3A642-0254-415C-94D0-43272864C279,55.6782803,37.55966836,55.71517502,37.57515192,55.63894,37.53889
1601184,1686264,5EE3A642-0254-415C-94D0-43272864C279,55.69051456,37.57538202,55.63894,37.53889,55.72723,37.61177
1608225,1693305,5EE3A642-0254-415C-94D0-43272864C279,55.67931909,37.56202347,55.63884,37.53825,55.72216,37.60453
1609506,1694586,5EE3A642-0254-415C-94D0-43272864C279,55.66247354,37.54713862,55.68588,37.57168,55.64007,37.53412
1609688,1694768,5EE3A642-0254-415C-94D0-43272864C279,55.63990912,37.53856618,55.64007,37.53412,55.63888,37.53849
1609950,1695030,5EE3A642-0254-415C-94D0-43272864C279,55.70313148,37.59310896,55.65118904,37.5510796,55.75704,37.66002
1610045,1695125,5EE3A642-0254-415C-94D0-43272864C279,55.68907986,37.59859602,55.75704,37.66002,55.63965,37.53712
1611122,1696202,5EE3A642-0254-415C-94D0-43272864C279,55.67350875,37.53098835,55.64103638,37.53219115,55.71347,37.56945
1612021,1697101,5EE3A642-0254-415C-94D0-43272864C279,55.70685683,37.54877552,55.71347,37.56945,55.69828,37.52955
1612384,1697464,5EE3A642-0254-415C-94D0-43272864C279,55.67015389,37.52742198,55.69828,37.52955,55.64448,37.52577
1612564,1697644,5EE3A642-0254-415C-94D0-43272864C279,55.64044684,37.53298495,55.64448,37.52577,55.63903,37.53944
1615362,1700442,5EE3A642-0254-415C-94D0-43272864C279,55.66823401,37.52828881,55.63903,37.53944,55.69908,37.5498
1615431,1700511,5EE3A642-0254-415C-94D0-43272864C279,55.71448819,37.57316415,55.71776164,37.57167402,55.71356,37.57212
1617252,1702332,5EE3A642-0254-415C-94D0-43272864C279,55.68633392,37.56622346,55.71356,37.57212,55.6733,37.56031
1617941,1703021,5EE3A642-0254-415C-94D0-43272864C279,55.65478934,37.53967793,55.6733,37.56031,55.63889,37.53854
1618354,1703434,5EE3A642-0254-415C-94D0-43272864C279,55.65156462,37.53810731,55.67755169,37.56229379,55.63908,37.53806
1618366,1703446,5EE3A642-0254-415C-94D0-43272864C279,55.6418151,37.53032343,55.63914483,37.54032553,55.64397,37.52369
1620435,1705515,5EE3A642-0254-415C-94D0-43272864C279,55.6687143,37.50953397,55.63848,37.5374,55.69958,37.52697
1620469,1705549,5EE3A642-0254-415C-94D0-43272864C279,55.69505189,37.53104533,55.69955581,37.52678373,55.69257,37.53244
1621045,1706125,5EE3A642-0254-415C-94D0-43272864C279,55.70231929,37.55006164,55.69257,37.53244,55.71444,37.57278
1622352,1707432,5EE3A642-0254-415C-94D0-43272864C279,55.68114459,37.56329075,55.71272587,37.57859236,55.63919,37.53832
1623947,1709027,5EE3A642-0254-415C-94D0-43272864C279,55.68345107,37.55771039,55.63919,37.53832,55.71362,37.57202
1625176,1710256,5EE3A642-0254-415C-94D0-43272864C279,55.70726539,37.55284114,55.71362,37.57202,55.69939,37.53098
1625470,1710550,5EE3A642-0254-415C-94D0-43272864C279,55.70964941,37.56515853,55.69939,37.53098,55.71514,37.56644
1626610,1711690,5EE3A642-0254-415C-94D0-43272864C279,55.65459368,37.54003117,55.68134,37.56634,55.63919,37.53832
1628293,1713373,5EE3A642-0254-415C-94D0-43272864C279,55.68435044,37.56537116,55.63919,37.53832,55.71344,37.56948
1630918,1715998,5EE3A642-0254-415C-94D0-43272864C279,55.711986,37.58249764,55.71527221,37.5666841,55.72245,37.60474
1631516,1716596,5EE3A642-0254-415C-94D0-43272864C279,55.65405878,37.54311667,55.68722,37.57312,55.63956,37.53776
1632723,1717803,5EE3A642-0254-415C-94D0-43272864C279,55.64116543,37.53159171,55.63956,37.53776,55.64278,37.52717
1633509,1718589,5EE3A642-0254-415C-94D0-43272864C279,55.64073876,37.53471732,55.6434958,37.52724591,55.63886,37.5384
1633695,1718775,5EE3A642-0254-415C-94D0-43272864C279,55.66604201,37.54248277,55.63886,37.5384,55.67453,37.5238
1634275,1719355,5EE3A642-0254-415C-94D0-43272864C279,55.65665528,37.53443032,55.67201795,37.52764433,55.63886,37.53835
1634570,1719650,5EE3A642-0254-415C-94D0-43272864C279,55.68065567,37.56405556,55.63885,37.53835,55.7276,37.61118
1635150,1720230,5EE3A642-0254-415C-94D0-43272864C279,55.67723726,37.54888744,55.7276,37.61118,55.6389,37.5386
1637121,1722201,5EE3A642-0254-415C-94D0-43272864C279,55.66600752,37.55091793,55.65479,37.53813,55.67274,37.5608
1637487,1722567,5EE3A642-0254-415C-94D0-43272864C279,55.68263898,37.56809488,55.67274,37.5608,55.6923,37.57607
1639237,1724317,5EE3A642-0254-415C-94D0-43272864C279,55.65673544,37.54480061,55.6818262,37.56701418,55.63887,37.53845
1641159,1726239,5EE3A642-0254-415C-94D0-43272864C279,55.67675678,37.5791989,55.63887,37.53845,55.71349,37.56942
