,Id,RichTrackId,DeviceToken,AvgLat,AvgLon,StartLat,StartLon,FinishLat,FinishLon
0,1566706,1651786,5EE3A642-0254-415C-94D0-43272864C279,55.6777630680173,37.5581466136035,55.715,37.56625,55.63893,37.53894
1,1569759,1654839,5EE3A642-0254-415C-94D0-43272864C279,55.66741284210532,37.527954736842126,55.63893,37.53894,55.70349,37.55011
2,1571120,1656200,5EE3A642-0254-415C-94D0-43272864C279,55.65336415005527,37.54013069916756,55.67373091360151,37.55838199522119,55.63883,37.53946
3,1572650,1657730,5EE3A642-0254-415C-94D0-43272864C279,55.672687464635565,37.55880275299218,55.63883,37.53946,55.72254,37.60527
4,1573121,1658201,5EE3A642-0254-415C-94D0-43272864C279,55.654551023427885,37.539821688303334,55.684573785453736,37.570123113726794,55.63857,37.538
5,1575956,1661036,5EE3A642-0254-415C-94D0-43272864C279,55.64202085986875,37.53898886157313,55.64742598687825,37.540836157312185,55.64117,37.53295
6,1577152,1662232,5EE3A642-0254-415C-94D0-43272864C279,55.507759910641866,37.37598806661249,55.64117,37.53294,55.38349,37.36308
7,1578680,1663760,5EE3A642-0254-415C-94D0-43272864C279,55.54631500000005,37.413570378378374,55.42779,37.27409,55.63878,37.53768
8,1578740,1663820,5EE3A642-0254-415C-94D0-43272864C279,55.6590567474048,37.54531532871975,55.63878,37.53768,55.67253,37.56057
9,1579235,1664315,5EE3A642-0254-415C-94D0-43272864C279,55.65750146766188,37.54414019900505,55.67253,37.56057,55.6389,37.53857
10,1579333,1664413,5EE3A642-0254-415C-94D0-43272864C279,55.64083123809522,37.532297523809504,55.6389,37.53857,55.64225,37.52893
11,1580903,1665983,5EE3A642-0254-415C-94D0-43272864C279,55.640201850093796,37.533958144101575,55.641713510319256,37.52631585117199,55.63859,37.53859
12,1582067,1667147,5EE3A642-0254-415C-94D0-43272864C279,55.67773107812502,37.534462375,55.63859,37.53859,55.7134,37.56954
13,1583463,1668543,5EE3A642-0254-415C-94D0-43272864C279,55.672210624500664,37.555896363668865,55.707868519291004,37.57780001502258,55.6392,37.53836
14,1586165,1671245,5EE3A642-0254-415C-94D0-43272864C279,55.675886505293334,37.52967147181294,55.64055408356305,37.53157641742148,55.71337,37.56957
15,1587425,1672505,5EE3A642-0254-415C-94D0-43272864C279,55.68112211570244,37.56045674380168,55.71337,37.56957,55.63885,37.53831
16,1590400,1675480,5EE3A642-0254-415C-94D0-43272864C279,55.67624169296966,37.53410555236721,55.63885,37.53831,55.71384,37.56898
17,1591583,1676663,5EE3A642-0254-415C-94D0-43272864C279,55.68017,37.55942271880823,55.71384,37.56898,55.6389,37.5386
18,1593224,1678304,5EE3A642-0254-415C-94D0-43272864C279,55.61319763733345,37.505786278708975,55.64321705611017,37.52730751413622,55.63901,37.53792
19,1594397,1679477,5EE3A642-0254-415C-94D0-43272864C279,55.68165033923309,37.53893572271389,55.63901,37.53792,55.71377,37.57175
20,1595669,1680749,5EE3A642-0254-415C-94D0-43272864C279,55.675960646766114,37.55682041459368,55.71377,37.57175,55.63921,37.53571
21,1596344,1681424,5EE3A642-0254-415C-94D0-43272864C279,55.6403251948052,37.5347431168831,55.63921,37.53571,55.64403,37.52803
22,1597249,1682329,5EE3A642-0254-415C-94D0-43272864C279,55.64722472222222,37.53244555555555,55.64363,37.52775,55.64715,37.54078
23,1597366,1682446,5EE3A642-0254-415C-94D0-43272864C279,55.68792136276386,37.56991389635318,55.64715,37.54078,55.72759,37.61176
24,1597470,1682550,5EE3A642-0254-415C-94D0-43272864C279,55.634995183900116,37.52429649548934,55.72759,37.61176,55.63899,37.53789
25,1598681,1683761,5EE3A642-0254-415C-94D0-43272864C279,55.68818105047749,37.56316178717608,55.63899,37.53789,55.71325,37.57266
26,1600066,1685146,5EE3A642-0254-415C-94D0-43272864C279,55.67828029641354,37.55966835931239,55.71517502428564,37.5751519203536,55.63894,37.53889
27,1601184,1686264,5EE3A642-0254-415C-94D0-43272864C279,55.690514556786276,37.57538202216062,55.63894,37.53889,55.72723,37.61177
28,1608225,1693305,5EE3A642-0254-415C-94D0-43272864C279,55.679319089574086,37.56202346549194,55.63884,37.53825,55.72216,37.60453
29,1609506,1694586,5EE3A642-0254-415C-94D0-43272864C279,55.66247353846152,37.54713861538463,55.68588,37.57168,55.64007,37.53412
30,1609688,1694768,5EE3A642-0254-415C-94D0-43272864C279,55.63990911764711,37.538566176470596,55.64007,37.53412,55.63888,37.53849
31,1609950,1695030,5EE3A642-0254-415C-94D0-43272864C279,55.703131479350155,37.59310895808943,55.65118904230711,37.551079597359106,55.75704,37.66002
32,1610045,1695125,5EE3A642-0254-415C-94D0-43272864C279,55.689079863731735,37.598596016771516,55.75704,37.66002,55.63965,37.53712
33,1611122,1696202,5EE3A642-0254-415C-94D0-43272864C279,55.673508753508955,37.530988345989485,55.641036378271544,37.532191146200084,55.71347,37.56945
34,1612021,1697101,5EE3A642-0254-415C-94D0-43272864C279,55.70685683274036,37.548775516014175,55.71347,37.56945,55.69828,37.52955
35,1612384,1697464,5EE3A642-0254-415C-94D0-43272864C279,55.67015389140265,37.52742197586727,55.69828,37.52955,55.64448,37.52577
36,1612564,1697644,5EE3A642-0254-415C-94D0-43272864C279,55.640446842105256,37.53298494736842,55.64448,37.52577,55.63903,37.53944
37,1615362,1700442,5EE3A642-0254-415C-94D0-43272864C279,55.66823401451049,37.52828881499388,55.63903,37.53944,55.69908,37.5498
38,1615431,1700511,5EE3A642-0254-415C-94D0-43272864C279,55.714488193270626,37.573164153966886,55.71776163769487,37.571674017270624,55.71356,37.57212
39,1617252,1702332,5EE3A642-0254-415C-94D0-43272864C279,55.686333918367396,37.5662234557824,55.71356,37.57212,55.6733,37.56031
40,1617941,1703021,5EE3A642-0254-415C-94D0-43272864C279,55.65478933734918,37.539677931727084,55.6733,37.56031,55.63889,37.53854
41,1618354,1703434,5EE3A642-0254-415C-94D0-43272864C279,55.6515646200873,37.53810730610402,55.67755168563814,37.56229378620947,55.63908,37.53806
42,1618366,1703446,5EE3A642-0254-415C-94D0-43272864C279,55.6418151035177,37.53032342665022,55.639144834182815,37.540325531770975,55.64397,37.52369
43,1620435,1705515,5EE3A642-0254-415C-94D0-43272864C279,55.66871429553258,37.50953396907221,55.63848,37.5374,55.69958,37.52697
44,1620469,1705549,5EE3A642-0254-415C-94D0-43272864C279,55.69505188623236,37.53104532956955,55.69955580873014,37.52678372900703,55.69257,37.53244
45,1621045,1706125,5EE3A642-0254-415C-94D0-43272864C279,55.702319288888845,37.550061644444455,55.69257,37.53244,55.71444,37.57278
46,1622352,1707432,5EE3A642-0254-415C-94D0-43272864C279,55.68114458993234,37.56329075254705,55.712725874088434,37.57859235632939,55.63919,37.53832
47,1623947,1709027,5EE3A642-0254-415C-94D0-43272864C279,55.68345107031729,37.55771038581218,55.63919,37.53832,55.71362,37.57202
48,1625176,1710256,5EE3A642-0254-415C-94D0-43272864C279,55.707265388601094,37.55284113989636,55.71362,37.57202,55.69939,37.53098
49,1625470,1710550,5EE3A642-0254-415C-94D0-43272864C279,55.70964941002948,37.56515852507364,55.69939,37.53098,55.71514,37.56644
50,1626610,1711690,5EE3A642-0254-415C-94D0-43272864C279,55.654593683127395,37.54003117283975,55.68134,37.56634,55.63919,37.53832
51,1628293,1713373,5EE3A642-0254-415C-94D0-43272864C279,55.68435043935063,37.56537115568309,55.63919,37.53832,55.71344,37.56948
52,1630918,1715998,5EE3A642-0254-415C-94D0-43272864C279,55.71198600068095,37.582497641354756,55.715272212452916,37.56668410267454,55.72245,37.60474
