Id,IncomingTrackId,StartDate,EndDate,AddressStart,AddressFinish,Country,CityStart,RichTrackId,DeviceToken,StartLat,StartLon,FinishLat,FinishLon
1678027,3826337,2018-08-29 20:08:47.0000000 +03:00,2018-08-29 20:38:49.0000000 +03:00,"Лужнецкая набережная 10А стр 5, Хамовники, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1678027,9947998E-C8E8-492C-8C4D-04154D14B837,55.71679,37.56879,55.74215,37.43306
1679993,3831846,2018-08-30 10:52:26.0000000 +03:00,2018-08-30 11:20:07.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Красногорск, Красногорский район, Московская область, Россия",Россия,Москва,1679993,9947998E-C8E8-492C-8C4D-04154D14B837,55.74215,37.43306,55.82884,37.38978
1681276,3835368,2018-08-30 16:19:58.0000000 +03:00,2018-08-30 16:21:24.0000000 +03:00,"Молдавская улица 1 стр 11, Кунцево, Москва, Россия","Рублёвское шоссе, Кунцево, Москва, Россия",Россия,Москва,1681276,9947998E-C8E8-492C-8C4D-04154D14B837,55.73038,37.43738,55.73089,37.44604
1681351,3835601,2018-08-30 16:31:23.0000000 +03:00,2018-08-30 16:42:27.0000000 +03:00,"Рублёвское шоссе, Кунцево, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1681351,9947998E-C8E8-492C-8C4D-04154D14B837,55.73089,37.44604,55.74209,37.43318
1683408,3841233,2018-08-30 23:46:38.0000000 +03:00,2018-08-31 00:35:14.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Рублёвское шоссе 18 корп 2, Кунцево, Москва, Россия",Россия,Москва,1683408,9947998E-C8E8-492C-8C4D-04154D14B837,55.74209,37.43318,55.74139,37.43269
1684439,3843903,2018-08-31 11:47:59.0000000 +03:00,2018-08-31 12:06:09.0000000 +03:00,"Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия","Трёхпрудный переулок 4, Тверской, Москва, Россия",Россия,Москва,1684439,9947998E-C8E8-492C-8C4D-04154D14B837,55.71345,37.56947,55.76494,37.59807
1685385,3846269,2018-08-31 14:53:43.0000000 +03:00,2018-08-31 15:27:16.0000000 +03:00,"Трёхпрудный переулок 4, Тверской, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1685385,9947998E-C8E8-492C-8C4D-04154D14B837,55.76494,37.59807,55.74213,37.43311
1686524,3849303,2018-08-31 18:34:43.0000000 +03:00,2018-08-31 19:33:08.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Кленовая улица, Толстопальцево посёлок, Москва, Россия",Россия,Москва,1686524,9947998E-C8E8-492C-8C4D-04154D14B837,55.74213,37.4331,55.61209,37.22372
1692522,3866659,2018-09-02 09:06:00.0000000 +03:00,2018-09-02 09:50:15.0000000 +03:00,"Кленовая улица, Толстопальцево посёлок, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1692522,9947998E-C8E8-492C-8C4D-04154D14B837,55.61209,37.22372,55.74216,37.43282
1693342,3868992,2018-09-02 12:49:43.0000000 +03:00,2018-09-02 13:25:18.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","улица Сокольнический Вал 1Б стр 2, Сокольники, Москва, Россия",Россия,Москва,1693342,9947998E-C8E8-492C-8C4D-04154D14B837,55.74216,37.43282,55.79291,37.67285
1694396,3871823,2018-09-02 16:56:34.0000000 +03:00,2018-09-02 17:35:06.0000000 +03:00,"улица Сокольнический Вал 1Б стр 2, Сокольники, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1694396,9947998E-C8E8-492C-8C4D-04154D14B837,55.79291,37.67285,55.74206,37.43325
1696060,3876813,2018-09-03 07:09:39.0000000 +03:00,2018-09-03 07:52:35.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1696060,9947998E-C8E8-492C-8C4D-04154D14B837,55.74206,37.43325,55.71439,37.56813
1699044,3884586,2018-09-03 19:58:57.0000000 +03:00,2018-09-03 20:40:48.0000000 +03:00,"Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия","Рублёвское шоссе 20 стр 4, Кунцево, Москва, Россия",Россия,Москва,1699044,9947998E-C8E8-492C-8C4D-04154D14B837,55.71439,37.56813,55.74258,37.43227
1700028,3887933,2018-09-04 07:07:30.0000000 +03:00,2018-09-04 07:31:18.0000000 +03:00,"Рублёвское шоссе 20 стр 4, Кунцево, Москва, Россия","Моховая улица, Тверской, Москва, Россия",Россия,Москва,1700028,9947998E-C8E8-492C-8C4D-04154D14B837,55.74258,37.43227,55.75466,37.61236
1703336,3896796,2018-09-04 20:58:15.0000000 +03:00,2018-09-04 21:31:33.0000000 +03:00,"Лужнецкая набережная 10А стр 4, Хамовники, Москва, Россия","Рублёвское шоссе 20 корп 3, Кунцево, Москва, Россия",Россия,Москва,1703336,9947998E-C8E8-492C-8C4D-04154D14B837,55.71421,37.56857,55.74326,37.43257
1704346,3900271,2018-09-05 07:10:42.0000000 +03:00,2018-09-05 07:55:13.0000000 +03:00,"Рублёвское шоссе 20 корп 3, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1704346,9947998E-C8E8-492C-8C4D-04154D14B837,55.74326,37.43257,55.71435,37.56821
1707592,3908928,2018-09-05 20:33:36.0000000 +03:00,2018-09-05 21:06:50.0000000 +03:00,"Лужнецкая набережная 10А стр 7, Хамовники, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1707592,9947998E-C8E8-492C-8C4D-04154D14B837,55.7161364,37.5678068,55.74267,37.43316
1708692,3912091,2018-09-06 07:13:34.0000000 +03:00,2018-09-06 07:55:11.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1708692,9947998E-C8E8-492C-8C4D-04154D14B837,55.742755,37.4330392,55.71439,37.56813
1711915,3921254,2018-09-06 20:54:08.0000000 +03:00,2018-09-06 21:25:53.0000000 +03:00,"Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1711915,9947998E-C8E8-492C-8C4D-04154D14B837,55.7147723,37.56739,55.74216,37.43302
1712998,3924171,2018-09-07 07:13:06.0000000 +03:00,2018-09-07 07:55:02.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Комсомольский проспект 28, Хамовники, Москва, Россия",Россия,Москва,1712998,9947998E-C8E8-492C-8C4D-04154D14B837,55.74216,37.43303,55.72683,37.58068
1713061,3924323,2018-09-07 08:00:28.0000000 +03:00,2018-09-07 08:08:58.0000000 +03:00,"Комсомольский проспект 28, Хамовники, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",Россия,Москва,1713061,9947998E-C8E8-492C-8C4D-04154D14B837,55.72683,37.58068,55.71367,37.56919
1713751,3926095,2018-09-07 10:16:48.0000000 +03:00,2018-09-07 10:42:45.0000000 +03:00,"Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия","Остаповский проезд 7, Текстильщики, Москва, Россия",Россия,Москва,1713751,9947998E-C8E8-492C-8C4D-04154D14B837,55.71367,37.56919,55.72016,37.71063
1714746,3928820,2018-09-07 13:44:47.0000000 +03:00,2018-09-07 14:53:10.0000000 +03:00,"Остаповский проезд 7, Текстильщики, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1714746,9947998E-C8E8-492C-8C4D-04154D14B837,55.72016,37.71063,55.74267,37.43316
1714970,3929447,2018-09-07 15:20:17.0000000 +03:00,2018-09-07 15:33:07.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Малая Филёвская улица, Фили-Давыдково, Москва, Россия",Россия,Москва,1714970,9947998E-C8E8-492C-8C4D-04154D14B837,55.74267,37.43316,55.73176,37.44961
1716356,3933238,2018-09-07 21:05:41.0000000 +03:00,2018-09-07 21:13:14.0000000 +03:00,"Рублёвское шоссе, Кунцево, Москва, Россия","Рублёвское шоссе, Кунцево, Москва, Россия",Россия,Москва,1716356,9947998E-C8E8-492C-8C4D-04154D14B837,55.7307892,37.4466723,55.73089,37.44604
1716394,3933387,2018-09-07 21:27:49.0000000 +03:00,2018-09-07 21:36:47.0000000 +03:00,"Рублёвское шоссе, Кунцево, Москва, Россия","Рублёвское шоссе 18 корп 1 стр 2, Кунцево, Москва, Россия",Россия,Москва,1716394,9947998E-C8E8-492C-8C4D-04154D14B837,55.73089,37.44604,55.74081,37.43372
1718887,3940570,2018-09-08 12:53:38.0000000 +03:00,2018-09-08 13:34:14.0000000 +03:00,"Рублёвское шоссе 18 корп 1 стр 2, Кунцево, Москва, Россия","улица Сокольнический Вал 1Б стр 2, Сокольники, Москва, Россия",Россия,Москва,1718887,9947998E-C8E8-492C-8C4D-04154D14B837,55.74081,37.43372,55.79345,37.67234
1720177,3944146,2018-09-08 16:46:58.0000000 +03:00,2018-09-08 18:16:04.0000000 +03:00,"улица Сокольнический Вал 17, Сокольники, Москва, Россия","МБК-Лунинка, Рузский район, Московская область, Россия",Россия,Москва,1720177,9947998E-C8E8-492C-8C4D-04154D14B837,55.7923788,37.672857,55.42789,36.24865
1722494,3952260,2018-09-09 10:36:39.0000000 +03:00,2018-09-09 11:43:56.0000000 +03:00,"МБК-Лунинка, Рузский район, Московская область, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Рузский район,1722494,9947998E-C8E8-492C-8C4D-04154D14B837,55.42789,36.24865,55.74219,37.43297
1725845,3961973,2018-09-10 07:13:15.0000000 +03:00,2018-09-10 07:55:30.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1725845,9947998E-C8E8-492C-8C4D-04154D14B837,55.74219,37.43297,55.71438,37.56815
1729141,3971374,2018-09-10 20:11:42.0000000 +03:00,2018-09-10 20:51:07.0000000 +03:00,"Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия","Рублёвское шоссе 16 корп 2, Кунцево, Москва, Россия",Россия,Москва,1729141,9947998E-C8E8-492C-8C4D-04154D14B837,55.7146176,37.5675544,55.74188,37.43362
1730233,3974826,2018-09-11 07:23:11.0000000 +03:00,2018-09-11 07:36:16.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Малая Филёвская улица, Фили-Давыдково, Москва, Россия",Россия,Москва,1730233,9947998E-C8E8-492C-8C4D-04154D14B837,55.74188,37.43362,55.73176,37.44961
1730348,3975147,2018-09-11 08:00:05.0000000 +03:00,2018-09-11 08:11:34.0000000 +03:00,"Зубовский бульвар 5, Хамовники, Москва, Россия","Лужнецкая набережная 2/4 стр 17, Хамовники, Москва, Россия",Россия,Москва,1730348,9947998E-C8E8-492C-8C4D-04154D14B837,55.73564,37.59349,55.71355,37.57354
1733753,3985098,2018-09-11 22:42:57.0000000 +03:00,2018-09-11 22:57:07.0000000 +03:00,"Малая Филёвская улица 26, Фили-Давыдково, Москва, Россия","Рублёвское шоссе 14, Кунцево, Москва, Россия",Россия,Москва,1733753,9947998E-C8E8-492C-8C4D-04154D14B837,55.73576,37.46395,55.73903,37.43528
1734678,3987844,2018-09-12 07:01:28.0000000 +03:00,2018-09-12 07:36:23.0000000 +03:00,"Рублёвское шоссе 14, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1734678,9947998E-C8E8-492C-8C4D-04154D14B837,55.73903,37.43528,55.71439,37.56814
1735119,3989052,2018-09-12 08:49:54.0000000 +03:00,2018-09-12 09:11:06.0000000 +03:00,"Лужнецкая набережная 10А стр 11, Хамовники, Москва, Россия","3-я Магистральная улица 18 стр 18, Хорошёвский, Москва, Россия",Россия,Москва,1735119,9947998E-C8E8-492C-8C4D-04154D14B837,55.7155334,37.5670139,55.76348,37.52306
1735726,3990770,2018-09-12 11:39:08.0000000 +03:00,2018-09-12 11:41:45.0000000 +03:00,"3-я Магистральная улица 18 стр 20, Хорошёвский, Москва, Россия","3-я Магистральная улица 18 стр 18, Хорошёвский, Москва, Россия",Россия,Москва,1735726,9947998E-C8E8-492C-8C4D-04154D14B837,55.7633897,37.5174218,55.76371,37.52324
1735888,3991175,2018-09-12 12:06:08.0000000 +03:00,2018-09-12 12:22:13.0000000 +03:00,"3-я Магистральная улица 18 стр 2, Хорошёвский, Москва, Россия","Лужнецкая набережная 2/4 стр 17, Хамовники, Москва, Россия",Россия,Москва,1735888,9947998E-C8E8-492C-8C4D-04154D14B837,55.7651266,37.519721,55.71335,37.57295
1738068,3997232,2018-09-12 20:02:21.0000000 +03:00,2018-09-12 20:48:03.0000000 +03:00,"Лужнецкая набережная 2/4 стр 17, Хамовники, Москва, Россия","Рублёвское шоссе 24 корп 5, Кунцево, Москва, Россия",Россия,Москва,1738068,9947998E-C8E8-492C-8C4D-04154D14B837,55.71335,37.57295,55.7442,37.4321
1739246,4000901,2018-09-13 06:49:01.0000000 +03:00,2018-09-13 07:46:28.0000000 +03:00,"Рублёвское шоссе 24 корп 5, Кунцево, Москва, Россия","Лужнецкая набережная 2/4 стр 70А, Хамовники, Москва, Россия",Россия,Москва,1739246,9947998E-C8E8-492C-8C4D-04154D14B837,55.7442,37.4321,55.71322,37.57165
1741908,4008635,2018-09-13 17:36:37.0000000 +03:00,2018-09-13 18:11:30.0000000 +03:00,"Лужнецкая набережная 2/4 стр 70А, Хамовники, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1741908,9947998E-C8E8-492C-8C4D-04154D14B837,55.71322,37.57165,55.74206,37.43324
1743703,4014418,2018-09-14 07:13:04.0000000 +03:00,2018-09-14 07:55:52.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1743703,9947998E-C8E8-492C-8C4D-04154D14B837,55.74206,37.43324,55.71436,37.56819
1745615,4019743,2018-09-14 14:39:58.0000000 +03:00,2018-09-14 14:43:48.0000000 +03:00,"Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия","Фрунзенская набережная 46, Хамовники, Москва, Россия",Россия,Москва,1745615,9947998E-C8E8-492C-8C4D-04154D14B837,55.71436,37.56819,55.71827,37.58213
1745761,4020137,2018-09-14 14:59:18.0000000 +03:00,2018-09-14 15:17:15.0000000 +03:00,"Новинский бульвар, Арбат, Москва, Россия","Большой Палашёвский переулок 9 стр 1, Тверской, Москва, Россия",Россия,Москва,1745761,9947998E-C8E8-492C-8C4D-04154D14B837,55.75393,37.58369,55.76454,37.59961
1746394,4022057,2018-09-14 16:29:26.0000000 +03:00,2018-09-14 17:33:55.0000000 +03:00,"Большой Палашёвский переулок 9 стр 1, Тверской, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1746394,9947998E-C8E8-492C-8C4D-04154D14B837,55.76454,37.59961,55.74262,37.43269
1759032,4062008,2018-09-17 16:00:13.0000000 +03:00,2018-09-17 16:54:09.0000000 +03:00,"Угрешская улица 2 стр 11, Печатники, Москва, Россия","улица Покрышкина 8, Тропарёво-Никулино, Москва, Россия",Россия,Москва,1759032,9947998E-C8E8-492C-8C4D-04154D14B837,55.71166,37.68536,55.66465,37.46995
1759302,4062818,2018-09-17 17:32:38.0000000 +03:00,2018-09-17 17:58:25.0000000 +03:00,"улица Покрышкина 8, Тропарёво-Никулино, Москва, Россия","улица Тёплый Стан 12, Тёплый Стан, Москва, Россия",Россия,Москва,1759302,9947998E-C8E8-492C-8C4D-04154D14B837,55.66465,37.46995,55.6291,37.48416
1759540,4063550,2018-09-17 18:33:30.0000000 +03:00,2018-09-17 18:52:54.0000000 +03:00,"улица Тёплый Стан 12, Тёплый Стан, Москва, Россия","проспект Вернадского 76А, Тропарёво-Никулино, Москва, Россия",Россия,Москва,1759540,9947998E-C8E8-492C-8C4D-04154D14B837,55.6291,37.48416,55.66999,37.49339
1760122,4065261,2018-09-17 21:51:42.0000000 +03:00,2018-09-17 22:14:10.0000000 +03:00,"проспект Вернадского 76А, Тропарёво-Никулино, Москва, Россия","Рублёвское шоссе 24 корп 5, Кунцево, Москва, Россия",Россия,Москва,1760122,9947998E-C8E8-492C-8C4D-04154D14B837,55.66999,37.49339,55.74421,37.43209
1761162,4068541,2018-09-18 07:07:45.0000000 +03:00,2018-09-18 07:49:58.0000000 +03:00,"Рублёвское шоссе 24 корп 5, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1761162,9947998E-C8E8-492C-8C4D-04154D14B837,55.74421,37.43209,55.71434,37.56822
1763161,4074706,2018-09-18 15:00:03.0000000 +03:00,2018-09-18 15:49:57.0000000 +03:00,"Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия","Новодмитровская улица 1 стр 17, Бутырский, Москва, Россия",Россия,Москва,1763161,9947998E-C8E8-492C-8C4D-04154D14B837,55.7145894,37.5677295,55.80775,37.58446
1763896,4076834,2018-09-18 17:58:16.0000000 +03:00,2018-09-18 18:45:57.0000000 +03:00,"Новодмитровская улица 1 стр 17, Бутырский, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1763896,9947998E-C8E8-492C-8C4D-04154D14B837,55.80775,37.58446,55.74205,37.43326
1765177,4081074,2018-09-19 06:03:49.0000000 +03:00,2018-09-19 06:29:53.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","улица Талалихина 33, Таганский, Москва, Россия",Россия,Москва,1765177,9947998E-C8E8-492C-8C4D-04154D14B837,55.74205,37.43326,55.73035,37.68007
1765902,4083425,2018-09-19 09:00:29.0000000 +03:00,2018-09-19 09:24:37.0000000 +03:00,"улица Талалихина, Таганский, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1765902,9947998E-C8E8-492C-8C4D-04154D14B837,55.7280798,37.6803975,55.71453,37.56789
1768612,4092439,2018-09-19 20:29:16.0000000 +03:00,2018-09-19 21:03:46.0000000 +03:00,"Лужнецкая набережная 10А стр 6, Хамовники, Москва, Россия","Рублёвское шоссе 20 корп 3, Кунцево, Москва, Россия",Россия,Москва,1768612,9947998E-C8E8-492C-8C4D-04154D14B837,55.7164347,37.568282,55.74344,37.43248
1769753,4096122,2018-09-20 07:11:40.0000000 +03:00,2018-09-20 07:55:24.0000000 +03:00,"Рублёвское шоссе 20 корп 3, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1769753,9947998E-C8E8-492C-8C4D-04154D14B837,55.74344,37.43248,55.71437,37.56816
1772103,4103950,2018-09-20 17:13:24.0000000 +03:00,2018-09-20 17:33:39.0000000 +03:00,"Хамовники, Москва, Россия","Якиманка, Москва, Россия",Россия,Москва,1772103,9947998E-C8E8-492C-8C4D-04154D14B837,55.717286,37.5711838,55.74256,37.61631
1772839,4106481,2018-09-20 19:56:01.0000000 +03:00,2018-09-20 20:47:23.0000000 +03:00,"Якиманка, Москва, Россия","Рублёвское шоссе 24 корп 5, Кунцево, Москва, Россия",Россия,Москва,1772839,9947998E-C8E8-492C-8C4D-04154D14B837,55.74256,37.61631,55.74426,37.43206
1773892,4110119,2018-09-21 07:08:36.0000000 +03:00,2018-09-21 07:47:29.0000000 +03:00,"Рублёвское шоссе 24 корп 5, Кунцево, Москва, Россия","Комсомольский проспект 5, Хамовники, Москва, Россия",Россия,Москва,1773892,9947998E-C8E8-492C-8C4D-04154D14B837,55.74426,37.43206,55.73324,37.59284
1773974,4110398,2018-09-21 07:52:00.0000000 +03:00,2018-09-21 08:02:38.0000000 +03:00,"Комсомольский проспект 5, Хамовники, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",Россия,Москва,1773974,9947998E-C8E8-492C-8C4D-04154D14B837,55.73324,37.59284,55.7134,37.56953
1819766,4121324,2018-09-21 21:12:27.0000000 +03:00,2018-09-21 21:44:15.0000000 +03:00,"Лужнецкая набережная 2/4 стр 1, Хамовники, Москва, Россия","Рублёвское шоссе 20 стр 4, Кунцево, Москва, Россия",Россия,Москва,1819766,9947998E-C8E8-492C-8C4D-04154D14B837,55.7132822,37.5695769,55.74236,37.43126
1825210,4144109,2018-09-23 13:26:26.0000000 +03:00,2018-09-23 13:34:26.0000000 +03:00,"Рублёвское шоссе 20 стр 4, Кунцево, Москва, Россия","Рублёвское шоссе 32, Крылатское, Москва, Россия",Россия,Москва,1825210,9947998E-C8E8-492C-8C4D-04154D14B837,55.74236,37.43126,55.74764,37.41927
1825403,4144852,2018-09-23 14:24:10.0000000 +03:00,2018-09-23 14:30:06.0000000 +03:00,"Рублёвское шоссе 30, Крылатское, Москва, Россия","Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия",Россия,Москва,1825403,9947998E-C8E8-492C-8C4D-04154D14B837,55.7470434,37.4186349,55.74188,37.43362
1827176,4182534,2018-09-26 07:12:40.0000000 +03:00,2018-09-26 07:51:58.0000000 +03:00,"Рублёвское шоссе 18 корп 3, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия",Россия,Москва,1827176,9947998E-C8E8-492C-8C4D-04154D14B837,55.74188,37.43362,55.7144,37.56812
1830294,4194183,2018-09-26 20:33:34.0000000 +03:00,2018-09-26 21:10:18.0000000 +03:00,"Лужнецкая набережная 10А стр 18, Хамовники, Москва, Россия","Рублёвское шоссе 20 корп 3, Кунцево, Москва, Россия",Россия,Москва,1830294,9947998E-C8E8-492C-8C4D-04154D14B837,55.7145062,37.5678688,55.74356,37.43242
1831341,4197826,2018-09-27 07:07:04.0000000 +03:00,2018-09-27 07:51:57.0000000 +03:00,"Рублёвское шоссе 20 корп 3, Кунцево, Москва, Россия","Лужнецкая набережная 10А стр 4, Хамовники, Москва, Россия",Россия,Москва,1831341,9947998E-C8E8-492C-8C4D-04154D14B837,55.7436039,37.43244,55.71425,37.56836
1831951,4199861,2018-09-27 10:17:21.0000000 +03:00,2018-09-27 10:20:04.0000000 +03:00,"Комсомольский проспект, Хамовники, Москва, Россия","улица Лужники 24 стр 35, Хамовники, Москва, Россия",Россия,Москва,1831951,9947998E-C8E8-492C-8C4D-04154D14B837,55.7107487,37.5598705,55.71311,37.56315
1834083,4206931,2018-09-27 18:38:22.0000000 +03:00,2018-09-27 18:47:47.0000000 +03:00,"Лужнецкая набережная 6 стр 1, Хамовники, Москва, Россия","Комсомольский проспект 28, Хамовники, Москва, Россия",Россия,Москва,1834083,9947998E-C8E8-492C-8C4D-04154D14B837,55.7129456,37.5686593,55.72639,37.58007
