Id,IncomingTrackId,StartDate,EndDate,AddressStart,AddressFinish,Country,CityStart,RichTrackId,DeviceToken,StartLat,StartLon,FinishLat,FinishLon
1652598,3752108,2018-08-23 17:04:11.0000000 +03:00,2018-08-23 17:04:41.0000000 +03:00,"Киевская улица 65, Дорогомилово, Москва, Россия","Киевская улица 65, Дорогомилово, Москва, Россия",Россия,Москва,1652598,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.73551,37.54026,55.73551,37.53952
1653705,3755123,2018-08-23 23:46:45.0000000 +03:00,2018-08-23 23:59:37.0000000 +03:00,"Профсоюзная улица, Черёмушки, Москва, Россия","Кутузовский проспект 16, Дорогомилово, Москва, Россия",Россия,Москва,1653705,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.66462,37.5487,55.74687,37.55411
1653739,3755210,2018-08-24 00:16:44.0000000 +03:00,2018-08-24 00:26:22.0000000 +03:00,"Большая Дорогомиловская улица 5, Дорогомилово, Москва, Россия","улица Бахрушина 23 стр 6, Замоскворечье, Москва, Россия",Россия,Москва,1653739,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.7461934,37.5597885,55.73341,37.63751
1653762,3755295,2018-08-24 00:34:25.0000000 +03:00,2018-08-24 00:46:56.0000000 +03:00,"улица Бахрушина 23 стр 6, Замоскворечье, Москва, Россия","Кутузовский проспект, Дорогомилово, Москва, Россия",Россия,Москва,1653762,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.73341,37.63751,55.74566,37.54974
1658122,3767093,2018-08-24 22:16:09.0000000 +03:00,2018-08-24 22:30:52.0000000 +03:00,"Кутузовский проспект 12А, Дорогомилово, Москва, Россия","Театральный проезд 3 стр 4, Мещанский, Москва, Россия",Россия,Москва,1658122,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.7480112,37.5584311,55.75924,37.62262
1658308,3767759,2018-08-25 01:40:43.0000000 +03:00,2018-08-25 01:45:35.0000000 +03:00,"Третьяковский проезд 1/3, Тверской, Москва, Россия","Моховая улица, Тверской, Москва, Россия",Россия,Москва,1658308,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.75924,37.62262,55.74954,37.60925
1661004,3776009,2018-08-25 15:33:13.0000000 +03:00,2018-08-25 15:37:12.0000000 +03:00,"Большая Дорогомиловская улица, Дорогомилово, Москва, Россия","площадь Киевского Вокзала 2, Дорогомилово, Москва, Россия",Россия,Москва,1661004,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.7463,37.55622,55.74473,37.56827
1662280,3779865,2018-08-25 22:05:24.0000000 +03:00,2018-08-25 22:18:16.0000000 +03:00,"улица Кожевнический Вражек 3, Даниловский, Москва, Россия","Кутузовский проспект 14, Дорогомилово, Москва, Россия",Россия,Москва,1662280,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.72675,37.65193,55.74751,37.55587
1665396,3791370,2018-08-26 17:58:41.0000000 +03:00,2018-08-26 18:03:10.0000000 +03:00,"Кутузовский проспект 9, Дорогомилово, Москва, Россия","улица Новый Арбат 19, Арбат, Москва, Россия",Россия,Москва,1665396,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.748413,37.5601236,55.75255,37.58813
1667292,3796511,2018-08-27 09:20:12.0000000 +03:00,2018-08-27 09:28:15.0000000 +03:00,"Кутузовский проспект 31, Дорогомилово, Москва, Россия","Лужнецкая набережная 2/4 стр 17, Хамовники, Москва, Россия",Россия,Москва,1667292,FB19DD21-F4E2-46A0-B6C8-4CBE27046A78,55.74329,37.54315,55.71335,37.57294
